status,error,t,Delta,N,h,Pmax,alpha,beta,lam,kernel,weight_mode,det,dev,nprimes,t_sieve,t_total
ok,,1000.0,5.0,2049,0.0048828125,30000,1.0,1.0,0.1,fejer,logp_over_p,0.998799187168258,0.0012008128317420041,3245,0.0001058999914675951,0.11247449996881187
ok,,1500.0,5.0,2049,0.0048828125,30000,1.0,1.0,0.1,fejer,logp_over_p,0.9921091133587809,0.007890886641219064,3245,0.00011189997894689441,0.11085469997487962
