status,error,t,Delta,N,h,Pmax,alpha,beta,lam,kernel,weight_mode,det,dev,nprimes,t_sieve,t_total
ok,,2997.0,5.0,4099,0.002440214738897023,60000,1.0,1.0,0.05,fejer,logp_over_p,0.9988693507510897,0.0011306492489102649,6057,0.00028680003015324473,0.459604500036221
ok,,2997.0,5.0,4099,0.002440214738897023,60000,1.0,1.0,0.05,gauss,logp_over_p,0.9988405420052716,0.0011594579947283856,6057,0.00026270002126693726,0.4615079000359401
