tprime,dev,t,Delta,N,Pmax,alpha,beta,lam,kernel,weight_mode
999.9699999999973,0.001200001205355683,1000.0,5.0,2049,30000,1.0,1.0,0.1,fejer,logp_over_p
1497.9099999999992,0.005789567664673978,1500.0,5.0,2049,30000,1.0,1.0,0.1,fejer,logp_over_p
